Subject,Term,Definition
Mathematics,Counting,"**Counting** is the process of listing (enumerating) a subset of the natural numbers *N* = {0, 1, 2, 3 \...} in consecutive order; for example, {0, 1, 2 \...} or {11, 12, 13 \...}. The natural numbers are sometimes referred to as the counting numbers. Counting on is the process of counting from one natural number *m* to another natural number *n* where *m* \< *n*, for example, counting on from 7 to 12."
Mathematics,Counting number,"The **counting** **numbers** are the non-negative integers; that is, one of the numbers 0, 1, 2, 3,.... Sometimes it is taken to mean only a positive integer. See also: integer."
Mathematics,Counting on,"**Counting on** is a strategy for addition problems with 2 numbers that involves counting on from the larger number by the second number. For example, if adding 6 and 3, a student would begin at 6 and count on 3 numbers by saying '7, 8, 9', so 6 + 3 = 9. This is considered a more efficient strategy than counting the whole collection from 1. See also: counting."
Mathematics,Cross-section,"A **cross-section** of a solid is the intersection of the solid with a plane. The cross-section may differ for a given solid depending on the orientation in space of the slicing plane. For example, the cross-section of a sphere will be a circle (of different radius depending on the slicing plane), while the cross-section of a cube could be a square or other polygon (for example, triangle, hexagon) depending on the orientation of the slicing plane, as shown below: (See diagram in Mathematics Glossary document on VCAA website)(See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Cylinder,"A **cylinder** is a three-dimensional object that has parallel circular discs of equal radius at the ends. Each cross-section parallel to the ends is a circle with the same radius, and the centres of these circular cross-sections lie on a straight line, called the axis of the cylinder. (See diagram in Mathematics Glossary document on VCAA website) A cylinder may be said to be open or closed depending on whether the circular ends are included. For example, an open tube may be referred to as a cylinder, or a solid rod may also be referred to as a closed cylinder. If a closed cylinder has radius r units, and height h units, then its surface area, S units^2^ is given by S = 2πr² + 2πrh = 2πr(r + h) and its volume V units^3^ is given by V = πr²h. See also: radius, circle."
Mathematics,Data,"**Data** is a general term for a set of observations and measurements collected during any type of systematic investigation. More specifically: - **Primary data** is data collected by the user. - **Secondary data** is data collected by others. Sources of secondary data include web-based data sets, the media, books, scientific papers, etc. - **Univariate data** is data relating to a single variable: for example, hair colour or the number of errors in a test. - **Bivariate data** is data relating to 2 variables: for example, gender and favourite football team (bivariate categorical data), capital city and average maximum temperature by month (bivariate categorical and numerical data), or the arm span and height of a group of students (bivariate numerical data). See also: categorical data, numerical data, population, sample."
Mathematics,Data display,"A **data display** is a visual format for organising and summarising data. Examples include box plots, column graphs, frequency tables and stem plots."
Mathematics,Data distributions,**Data distributions** are patterns in the values of a set of data. The representation used to show the distribution depends on the type of data and how it is measured.
Mathematics,Decay,**Decay** is the decrease in the value of the dependent variable of a function as the value of the independent variable increases.
Mathematics,Decimal,"A **decimal** is a number expressed using the base 10 place value system. For example, the decimal expansion of 63/4 is 6.75. The integer part is 6 and the fractional part is 0.75. A decimal is **terminating** if the fractional part has only finitely many decimal digits. It is non-terminating if it has infinitely many digits. For example, 6.75 is a terminating decimal, whereas 0.3161616..., where the pattern 16 repeats indefinitely, is non-terminating. **Non-terminating decimals** may be recurring; that is, contain a pattern of digits that repeats indefinitely after a certain number of places. For example, 0.3161616..., is a recurring decimal, whereas 0.101001000100001..., where the number of 0's between the 1's increases indefinitely, is not recurring. It is common practice to indicate the repeating part of a recurring decimal by using dots or lines as superscripts. For example, 0.3161616..., could be written as 0.316 or 0.316."
