SubjectArea,Subject,Band,Unit,AreaofStudy,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to listen to and discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Demonstrates understanding of purpose, audience and context","plan, construct and edit analytical writing that:",2,16
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to listen to and discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Listen to a spoken text relevant to the wider study of a text,,1,17
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to listen to and discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Apply appropriate listening comprehension strategies to support understanding of a set text through engagement with a spoken, audio or audio visual source, such as:",,1,18
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to listen to and discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Using prominent textual cues, such as stressed words and discourse markers","apply appropriate listening comprehension strategies to support understanding of a set text through engagement with a spoken, audio or audio visual source, such as:",2,19
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to listen to and discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Drawing from existing knowledge structures to frame, infer and create meaning from spoken texts to develop understanding of the historical context, and the social and cultural values in a text","apply appropriate listening comprehension strategies to support understanding of a set text through engagement with a spoken, audio or audio visual source, such as:",2,20
English,English,Year 12,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS13OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to listen to and discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Use the appropriate conventions of syntax, punctuation and spelling of Standard Australian English.",,1,21
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,The role of mentor texts as models of effective and cohesive writing,,1,1
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,"Vocabulary, text structures and language features used in effective and cohesive writing",,1,2
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,"The ways purpose, context (including mode) and audience shape writing",,1,3
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,The range of ideas presented in various ways in mentor texts,,1,4
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,Different language modes and their effects on structure and meaning,,1,5
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,The ways the purpose of the author hones the use of language,,1,6
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,Strategies to generate and develop ideas,,1,7
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,"Writing processes including drafting, refining and considering feedback",,1,8
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,The value of collaboration and discussion,,1,9
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Knowledge,"Standard and non-standard conventions of language, including syntax, punctuation and spelling.",,1,10
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,Read and explore mentor texts to understand the mechanics of effective and cohesive writing,,1,1
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Experiment with vocabulary, text structures and language features for effective and cohesive writing",,1,2
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Create texts with a stated purpose (to express, to reflect, to explain or to argue) and an understanding of context (including mode) and audience",,1,3
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,Select and apply writing processes,,1,4
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Generate and use ideas, and discuss, develop and extend ideas",,1,5
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Explore and employ voices appropriate to purpose, context (including mode) and audience",,1,6
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,Experiment with and extend vocabulary for effective and cohesive writing,,1,7
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Plan, create, draft, refine and complete individual writing",,1,8
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Collaborate and provide feedback in class, including through listening and speaking, with peers and teachers",,1,9
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Explain and comment on the vocabulary, text structures and language features, conventions and ideas used in their own writing",,1,10
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,Reflect on and share the implications of authorial choices in their own writing and the writings of others,,1,11
English,English,Year 12,Unit 3,Area of Study 2 - Creating texts,VCEE12AS23OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to demonstrate effective writing skills by producing their own texts, designed to respond to a specific context and audience to achieve a stated purpose; and to comment on their decisions made through writing processes.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 2.",Key Skills,"Apply standard and non-standard conventions of language, including syntax, punctuation and spelling, where appropriate.",,1,12
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,Reading and viewing strategies to elicit meaning from a text,,1,1
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,"The dynamics of a text including characters’ motivations, the tensions in relationships, the function of settings, the complexities of plot and the role of point of view",,1,2
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,"Ideas, concerns and conflicts in a text",,1,3
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,"Vocabulary, text structures and language features in a text and how these elements are used to construct meaning",,1,4
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,"The historical context, and the social and cultural values in a text",,1,5
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,"The features of analytical writing in response to a text, including the use of appropriate metalanguage",,1,6
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,"The conventions of small group and whole class discussion, including ways of developing constructive interactions and building on ideas of others in discussion",,1,7
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,The conventions of discussion and debate,,1,8
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKKEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,9
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Apply reading and viewing strategies to a text,,1,1
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Read and engage with a text for meaning,,1,2
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Engage in discussions to clarify, test and extend views about a text",,1,3
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Employ appropriate metalanguage,,1,4
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Explore and analyse:,,1,5
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"The dynamics of a text including characters’ motivations, the tensions in relationships, the function of settings, the complexities of plot and the role of point of view",explore and analyse:,2,6
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,The explicit and implicit ideas presented in a text,explore and analyse:,2,7
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"How the historical context, and the social and cultural values in a text contribute to meaning and shape readers’ understanding",explore and analyse:,2,8
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,How the values in a text are conveyed,explore and analyse:,2,9
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Explore and analyse the impact of the vocabulary, text structures and language features on a text and how these elements shape meaning",,1,10
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Plan, construct and edit analytical writing that:",,1,11
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Responds explicitly to set topics,"plan, construct and edit analytical writing that:",2,12
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Develops and sustains ideas,"plan, construct and edit analytical writing that:",2,13
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Explores and refines organisational structure appropriate to analytical writing,"plan, construct and edit analytical writing that:",2,14
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Demonstrates knowledge of a text,"plan, construct and edit analytical writing that:",2,15
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,Uses key evidence from a text to support ideas and analysis,"plan, construct and edit analytical writing that:",2,16
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Demonstrates understanding of purpose, audience and context","plan, construct and edit analytical writing that:",2,17
English,English,Year 12,Unit 4,Area of Study 1 - Reading and responding to texts,VCEE12AS14OKSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to discuss ideas, concerns and values presented in a text, informed by selected vocabulary, text structures and language features and how they make meaning.
To achieve the outcome the student will draw on knowledge and related skills outlined in Area of
Study 1.",Key Skills,"Use the appropriate conventions of syntax, punctuation and spelling of Standard Australian English.",,1,18
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Use of contention and supporting arguments including:,,1,1
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Sequence and structure,,1,2
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Supporting evidence,,1,3
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Language,,1,4
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,Techniques and strategies,,1,5
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,The role of visuals in supporting and augmenting argument,,1,6
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,The ways authors employ arguments to position intended audiences,,1,7
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,"The features of print and digital, and audio and/or audio visual, texts used by authors to position intended audiences",,1,8
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,The context in which a text appears and how the identity of the author can affect an audience’s reaction to a text intended to persuade,,1,9
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,"The conventions of discussion and debate such as active listening, monitoring and evaluating arguments, and questioning",,1,10
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,"The ways that effective persuasive texts counter arguments through rebuttal, respectful disagreement, and a focus on the arguments, tempering personal responses to powerful, challenging or contentious issues",,1,11
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,"The features of analytical responses to texts that position audiences, including relevant metalanguage",,1,12
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,The structures and conventions appropriate for spoken texts that present an argument,,1,13
